date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:26	72259/72259	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Jun%202018%2008:20:06%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/animate.css	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/css/animate.css	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:27	3586/3586	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Jun%202018%2008:20:08%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/meanmenu.css	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/css/meanmenu.css	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:28	117827/117827	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Sep%202018%2019:11:08%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/style.css	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/css/style.css	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:29	19710/19710	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Jun%202018%2008:20:12%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/responsive.css	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/css/responsive.css	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:30	2807/2807	---M--	200	added ('OK')	image/x-icon	date:Wed,%2030%20May%202018%2006:18:30%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/favicon.ico	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/favicon.ico	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:31	85105/85105	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:06:04%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/index.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/index-2.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:32	1258/1258	---M--	200	added ('OK')	image/png	date:Wed,%2030%20May%202018%2006:20:24%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/logo.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/logo.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:33	68666/68666	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:26%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/02_index-2.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/02_index-2.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:34	72952/72952	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:26%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/03_index-3.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/03_index-3.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:35	90577/90577	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:44%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/23_index-4.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/23_index-4.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:36	89379/89379	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:46%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/24_index-5.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/24_index-5.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:37	89613/89613	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:46%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/25_index-6.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/25_index-6.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:38	44872/44872	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:28%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/04_about.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/04_about.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:39	40978/40978	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:28%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/05_service.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/05_service.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:40	40738/40738	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:30%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/06_service-details.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/06_service-details.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:41	34223/34223	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:30%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/07_case-study.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/07_case-study.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:42	37712/37712	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:30%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/08_case-details.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/08_case-details.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:43	49280/49280	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:46%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/26_shortcode-grid.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/26_shortcode-grid.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:44	41385/41385	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:48%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/27_shortcode-typography.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/27_shortcode-typography.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:45	42462/42462	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:48%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/28_shortcode-list.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/28_shortcode-list.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:46	40448/40448	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:48%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/29_shortcode-forms.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/29_shortcode-forms.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:47	39390/39390	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:50%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/30_shortcode-buttons.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/30_shortcode-buttons.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:48	41232/41232	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:50%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/31_shortcode-dividers.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/31_shortcode-dividers.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:49	31510/31510	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:52%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/32_shortcode-alert.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/32_shortcode-alert.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:50	42161/42161	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:52%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/33_shortcode-img-box.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/33_shortcode-img-box.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:51	44883/44883	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:54%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/34_shortcode-service.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/34_shortcode-service.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:52	32551/32551	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:54%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/35_shortcode-process-step.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/35_shortcode-process-step.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:53	33580/33580	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:54%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/36_shortcode-pricing.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/36_shortcode-pricing.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:54	33993/33993	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:54%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/37_shortcode-team.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/37_shortcode-team.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:55	35862/35862	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:56%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/38_shortcode-testimonial.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/38_shortcode-testimonial.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:56	48520/48520	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:56%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/39_shortcode-accordion-tabs.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/39_shortcode-accordion-tabs.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:57	30798/30798	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:58%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/40_shortcode-maps.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/40_shortcode-maps.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:58	31020/31020	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:58%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/41_shortcode-client.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/41_shortcode-client.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:57:59	40947/40947	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:06:00%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/42_shortcode-galleries.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/42_shortcode-galleries.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:00	30661/30661	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:06:00%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/43_shortcode-filter.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/43_shortcode-filter.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:01	33964/33964	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:06:02%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/44_shortcode-counter.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/44_shortcode-counter.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:02	34664/34664	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:06:02%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/45_shortcode-progressbar.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/45_shortcode-progressbar.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:03	28285/28285	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:32%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/09_gallery-grid.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/09_gallery-grid.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:04	29039/29039	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:34%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/10_gallery-masonary.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/10_gallery-masonary.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:05	29520/29520	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:34%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/11_gallery-cobbles.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/11_gallery-cobbles.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:06	29059/29059	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:36%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/12_portfolio-2-column.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/12_portfolio-2-column.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:07	29791/29791	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:36%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/13_portfolio-3-column.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/13_portfolio-3-column.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:08	29750/29750	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:38%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/14_portfolio-4-column.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/14_portfolio-4-column.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:09	31670/31670	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:38%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/15_portfolio-details.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/15_portfolio-details.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:10	39150/39150	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:38%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/16_blog-page.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/16_blog-page.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:11	48931/48931	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:40%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/17_blog-page-2-column.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/17_blog-page-2-column.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:12	51894/51894	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:40%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/18_blog-page-3-column.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/18_blog-page-3-column.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:13	42398/42398	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2008:20:00%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/19_blog-chess-page-2-column.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/19_blog-chess-page-2-column.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:14	46534/46534	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2008:20:00%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/20_blog-chess-page-4-column.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/20_blog-chess-page-4-column.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:15	40106/40106	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:42%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/21_blog-details.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/21_blog-details.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:16	31200/31200	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20May%202018%2007:05:44%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/22_contact.html	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/22_contact.html	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:19	133559/133559	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:42%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/slider-4.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/slider-4.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:20	81674/81674	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:38%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/slider-2.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/slider-2.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:22	198734/198734	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:42%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/slider-3.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/slider-3.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:22	375/375	---M--	200	added ('OK')	image/png	date:Wed,%2030%20May%202018%2006:20:48%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/to-down.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/to-down.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:23	80836/80836	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:50%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/top-agency-banner.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/top-agency-banner.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:24	49523/49523	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:10%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/case-study-banner-1.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/case-study-banner-1.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:25	38940/38940	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:12%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/case-study-banner-2.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/case-study-banner-2.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:26	34648/34648	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:32%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/service-1.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/service-1.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:27	39848/39848	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:12%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/case-study-banner-3.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/case-study-banner-3.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:27	37138/37138	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:32%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/service-2.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/service-2.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:28	26743/26743	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:34%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/service-3.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/service-3.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:30	35807/35807	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:34%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/service-4.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/service-4.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:33	13400/13400	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:42%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/team-1.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/team-1.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:34	51522/51522	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:36%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/service-5.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/service-5.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:35	12044/12044	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:44%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/team-2.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/team-2.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:37	14950/14950	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:44%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/team-3.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/team-3.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:37	8917/8917	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:44%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/team-4.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/team-4.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
